***************************************
********************
id: 677, start:[2864, 850], finish: [2695, 813], earliest_start: 1, latest finish: 12964, distance: 206
***************************************
********************
id: 9084, start:[4016, 1121], finish: [2464, 715], earliest_start: 401, latest finish: 10718, distance: 1958
***************************************
********************
id: 7429, start:[3460, 695], finish: [2645, 820], earliest_start: 450, latest finish: 9939, distance: 940
***************************************
********************
id: 7657, start:[2114, 1731], finish: [3499, 2158], earliest_start: 471, latest finish: 18075, distance: 1812
***************************************
********************
id: 4090, start:[2905, 2222], finish: [2837, 1275], earliest_start: 506, latest finish: 23570, distance: 1015
***************************************
********************
id: 3442, start:[2982, 1382], finish: [3793, 575], earliest_start: 541, latest finish: 22638, distance: 1618
***************************************
********************
id: 5693, start:[2855, 2037], finish: [2683, 211], earliest_start: 561, latest finish: 17087, distance: 1998
***************************************
********************
id: 672, start:[2120, 1504], finish: [2258, 980], earliest_start: 567, latest finish: 19819, distance: 662
***************************************
********************
id: 6822, start:[2018, 1462], finish: [2719, 600], earliest_start: 739, latest finish: 18510, distance: 1563
***************************************
********************
id: 4494, start:[3260, 2157], finish: [2744, 788], earliest_start: 953, latest finish: 22880, distance: 1885
***************************************
********************
id: 549, start:[2175, 807], finish: [3741, 2375], earliest_start: 988, latest finish: 23895, distance: 3134
***************************************
********************
id: 9619, start:[2236, 1862], finish: [2264, 500], earliest_start: 998, latest finish: 24141, distance: 1390
***************************************
********************
id: 1305, start:[3008, 986], finish: [3091, 1485], earliest_start: 1082, latest finish: 13532, distance: 582
***************************************
********************
id: 9563, start:[2495, 1824], finish: [1744, 158], earliest_start: 1126, latest finish: 26395, distance: 2417
***************************************
********************
id: 6263, start:[2831, 1161], finish: [2047, 1305], earliest_start: 1154, latest finish: 31682, distance: 928
***************************************
********************
id: 5192, start:[2754, 1407], finish: [3117, 658], earliest_start: 1232, latest finish: 12721, distance: 1112
***************************************
********************
id: 3055, start:[2999, 562], finish: [1731, 1495], earliest_start: 1237, latest finish: 17700, distance: 2201
***************************************
********************
id: 1097, start:[2318, 1404], finish: [2795, 939], earliest_start: 1262, latest finish: 20675, distance: 942
***************************************
********************
id: 4601, start:[2637, 1197], finish: [3012, 1279], earliest_start: 1299, latest finish: 20683, distance: 457
***************************************
********************
id: 9003, start:[2941, 876], finish: [2428, 1297], earliest_start: 1362, latest finish: 17988, distance: 934
***************************************
********************
id: 2247, start:[3287, 1033], finish: [2158, 388], earliest_start: 1401, latest finish: 33401, distance: 1774
***************************************
********************
id: 2015, start:[2911, 941], finish: [9999, 449], earliest_start: 1430, latest finish: 25835, distance: 7580
***************************************
********************
id: 4742, start:[2849, 712], finish: [2687, 920], earliest_start: 1519, latest finish: 18831, distance: 370
***************************************
********************
id: 700, start:[2518, 1840], finish: [2522, 623], earliest_start: 1580, latest finish: 14092, distance: 1221
***************************************
********************
id: 423, start:[2672, 550], finish: [3004, 949], earliest_start: 1596, latest finish: 19906, distance: 731
***************************************
********************
id: 8518, start:[3292, 1142], finish: [2880, 1202], earliest_start: 1634, latest finish: 10807, distance: 472
***************************************
********************
id: 1273, start:[2357, 1050], finish: [3575, 541], earliest_start: 1723, latest finish: 17618, distance: 1727
***************************************
********************
id: 8731, start:[2519, 1555], finish: [3075, 698], earliest_start: 1743, latest finish: 29592, distance: 1413
***************************************
********************
id: 6689, start:[1753, 740], finish: [1936, 649], earliest_start: 1779, latest finish: 26416, distance: 274
***************************************
********************
id: 8890, start:[2291, 1270], finish: [9999, 9211], earliest_start: 1884, latest finish: 19737, distance: 15649
***************************************
********************
id: 9514, start:[2934, 836], finish: [2532, 427], earliest_start: 1970, latest finish: 17231, distance: 811
***************************************
********************
id: 2720, start:[2694, 965], finish: [3207, 1283], earliest_start: 2036, latest finish: 19964, distance: 831
***************************************
********************
id: 7861, start:[3053, 1102], finish: [3193, 589], earliest_start: 2043, latest finish: 24165, distance: 653
***************************************
********************
id: 3090, start:[2423, 89], finish: [3532, 852], earliest_start: 2093, latest finish: 23214, distance: 1872
***************************************
********************
id: 713, start:[3112, 1237], finish: [2258, 1587], earliest_start: 2123, latest finish: 27338, distance: 1204
***************************************
********************
id: 7936, start:[3216, 952], finish: [9999, 639], earliest_start: 2175, latest finish: 10109, distance: 7096
***************************************
********************
id: 6277, start:[2718, 936], finish: [2837, 1656], earliest_start: 2280, latest finish: 37214, distance: 839
***************************************
********************
id: 203, start:[3264, 1735], finish: [9999, 8766], earliest_start: 2284, latest finish: 17945, distance: 13766
***************************************
********************
id: 5934, start:[1397, 1600], finish: [2417, 696], earliest_start: 2313, latest finish: 25383, distance: 1924
***************************************
********************
id: 6901, start:[2974, 1447], finish: [1831, 1822], earliest_start: 2318, latest finish: 13800, distance: 1518
***************************************
********************
id: 6815, start:[3090, 914], finish: [3254, 289], earliest_start: 2387, latest finish: 28911, distance: 789
***************************************
********************
id: 7070, start:[2793, 747], finish: [3407, 1505], earliest_start: 2405, latest finish: 13914, distance: 1372
***************************************
********************
id: 4679, start:[2274, 745], finish: [553, 8488], earliest_start: 2456, latest finish: 16487, distance: 9464
***************************************
********************
id: 5445, start:[2663, 1291], finish: [3325, 996], earliest_start: 2472, latest finish: 13407, distance: 957
***************************************
********************
id: 1105, start:[3471, 1300], finish: [476, 6241], earliest_start: 2496, latest finish: 32345, distance: 7936
***************************************
********************
id: 2883, start:[3342, 587], finish: [3845, 1292], earliest_start: 2508, latest finish: 20428, distance: 1208
***************************************
********************
id: 3817, start:[2302, 1047], finish: [2419, 709], earliest_start: 2513, latest finish: 21802, distance: 455
***************************************
********************
id: 9305, start:[2876, 1435], finish: [2482, 1204], earliest_start: 2528, latest finish: 16698, distance: 625
***************************************
********************
id: 4059, start:[2526, 1631], finish: [2819, 1298], earliest_start: 2534, latest finish: 8803, distance: 626
***************************************
********************
id: 1138, start:[2781, 1315], finish: [3680, 1819], earliest_start: 2545, latest finish: 8740, distance: 1403
***************************************
********************
id: 5324, start:[2527, 653], finish: [3144, 1284], earliest_start: 2622, latest finish: 22033, distance: 1248
***************************************
********************
id: 1867, start:[2260, 1161], finish: [2935, 227], earliest_start: 2683, latest finish: 16848, distance: 1609
***************************************
********************
id: 4758, start:[3037, 307], finish: [1899, 847], earliest_start: 2765, latest finish: 32349, distance: 1678
***************************************
********************
id: 311, start:[3110, 2128], finish: [9999, 832], earliest_start: 2772, latest finish: 21082, distance: 8185
***************************************
********************
id: 6381, start:[3222, 586], finish: [2511, 1799], earliest_start: 2849, latest finish: 23628, distance: 1924
***************************************
********************
id: 2917, start:[2464, 1604], finish: [3585, 1454], earliest_start: 2856, latest finish: 16314, distance: 1271
***************************************
********************
id: 6706, start:[3165, 1811], finish: [3259, 1177], earliest_start: 3024, latest finish: 20671, distance: 728
***************************************
********************
id: 7957, start:[1913, 916], finish: [3924, 548], earliest_start: 3106, latest finish: 17410, distance: 2379
***************************************
********************
id: 769, start:[3050, 1237], finish: [3150, 1126], earliest_start: 3119, latest finish: 13749, distance: 211
***************************************
********************
id: 519, start:[2380, 523], finish: [2230, 383], earliest_start: 3130, latest finish: 19874, distance: 290
***************************************
********************
id: 5717, start:[3170, 1855], finish: [2224, 574], earliest_start: 3153, latest finish: 23812, distance: 2227
***************************************
********************
id: 4071, start:[3214, 830], finish: [2607, 1591], earliest_start: 3162, latest finish: 19674, distance: 1368
***************************************
********************
id: 606, start:[2810, 407], finish: [2724, 896], earliest_start: 3176, latest finish: 9597, distance: 575
***************************************
********************
id: 8708, start:[3145, 738], finish: [3825, 724], earliest_start: 3217, latest finish: 22333, distance: 694
***************************************
********************
id: 3549, start:[3218, 602], finish: [2949, 1492], earliest_start: 3220, latest finish: 17442, distance: 1159
***************************************
********************
id: 7499, start:[2599, 813], finish: [2627, 499], earliest_start: 3221, latest finish: 19718, distance: 342
***************************************
********************
id: 1776, start:[2372, 346], finish: [3755, 2313], earliest_start: 3235, latest finish: 36301, distance: 3350
***************************************
********************
id: 3307, start:[2360, 1672], finish: [3107, 1302], earliest_start: 3267, latest finish: 33394, distance: 1117
id: 8477, start:[2114, 1528], finish: [2560, 786], earliest_start: 3267, latest finish: 30134, distance: 1188
***************************************
********************
id: 6663, start:[1945, 1097], finish: [3035, 985], earliest_start: 3280, latest finish: 26504, distance: 1202
***************************************
********************
id: 5235, start:[2623, 1022], finish: [2450, 309], earliest_start: 3373, latest finish: 20536, distance: 886
***************************************
********************
id: 5300, start:[2825, 1305], finish: [2027, 1502], earliest_start: 3406, latest finish: 26088, distance: 995
***************************************
********************
id: 9409, start:[2993, 668], finish: [3423, 299], earliest_start: 3419, latest finish: 23897, distance: 799
***************************************
********************
id: 8950, start:[3336, 2088], finish: [2075, 740], earliest_start: 3533, latest finish: 32044, distance: 2609
***************************************
********************
id: 3167, start:[3163, 1087], finish: [1907, 1227], earliest_start: 3667, latest finish: 25138, distance: 1396
***************************************
********************
id: 563, start:[2778, 1014], finish: [1604, 9916], earliest_start: 3695, latest finish: 21231, distance: 10076
***************************************
********************
id: 9679, start:[2374, 584], finish: [2247, 1465], earliest_start: 3715, latest finish: 27190, distance: 1008
***************************************
********************
id: 768, start:[3158, 1936], finish: [673, 17], earliest_start: 3865, latest finish: 19981, distance: 4404
***************************************
********************
id: 5860, start:[2832, 885], finish: [3081, 764], earliest_start: 3886, latest finish: 29732, distance: 370
***************************************
********************
id: 8758, start:[2466, 1009], finish: [744, 6149], earliest_start: 3900, latest finish: 24317, distance: 6862
***************************************
********************
id: 8670, start:[3091, 1480], finish: [9999, 8971], earliest_start: 3958, latest finish: 29728, distance: 14399
***************************************
********************
id: 6916, start:[2625, 904], finish: [2311, 777], earliest_start: 3968, latest finish: 17403, distance: 441
***************************************
********************
id: 9888, start:[2766, 1037], finish: [2504, 946], earliest_start: 3985, latest finish: 10845, distance: 353
***************************************
********************
id: 6807, start:[3108, 1487], finish: [3583, 1078], earliest_start: 4036, latest finish: 10973, distance: 884
***************************************
********************
id: 2316, start:[2471, 169], finish: [2762, 963], earliest_start: 4050, latest finish: 21108, distance: 1085
***************************************
********************
id: 2061, start:[3538, 207], finish: [2153, 367], earliest_start: 4105, latest finish: 28727, distance: 1545
***************************************
********************
id: 5086, start:[2475, 988], finish: [3161, 946], earliest_start: 4111, latest finish: 19969, distance: 728
***************************************
********************
id: 4058, start:[2652, 209], finish: [1693, 1752], earliest_start: 4117, latest finish: 32494, distance: 2502
***************************************
********************
id: 4618, start:[2424, 766], finish: [2489, 1019], earliest_start: 4123, latest finish: 41440, distance: 318
***************************************
********************
id: 7929, start:[1671, 1688], finish: [2932, 557], earliest_start: 4128, latest finish: 30231, distance: 2392
***************************************
********************
id: 7561, start:[3523, 1837], finish: [1634, 1425], earliest_start: 4171, latest finish: 28186, distance: 2301
***************************************
********************
id: 7401, start:[2971, 246], finish: [2471, 839], earliest_start: 4200, latest finish: 28540, distance: 1093
***************************************
********************
id: 2384, start:[2415, 2012], finish: [9999, 8626], earliest_start: 4219, latest finish: 23620, distance: 14198
***************************************
********************
id: 4855, start:[2417, 1430], finish: [2552, 1566], earliest_start: 4227, latest finish: 23689, distance: 271
***************************************
********************
id: 273, start:[3067, 768], finish: [3037, 1187], earliest_start: 4262, latest finish: 17017, distance: 449
***************************************
********************
id: 6831, start:[3720, 685], finish: [2792, 961], earliest_start: 4272, latest finish: 20398, distance: 1204
***************************************
********************
id: 9325, start:[3096, 1443], finish: [2746, 790], earliest_start: 4282, latest finish: 22205, distance: 1003
***************************************
********************
id: 3444, start:[2179, 1825], finish: [2562, 1927], earliest_start: 4286, latest finish: 9617, distance: 485
***************************************
********************
id: 5769, start:[2588, 1852], finish: [2422, 1634], earliest_start: 4305, latest finish: 29844, distance: 384
***************************************
********************
id: 9140, start:[3017, 1929], finish: [2616, 984], earliest_start: 4316, latest finish: 23875, distance: 1346
***************************************
********************
id: 4948, start:[3886, 1760], finish: [69, 325], earliest_start: 4355, latest finish: 21925, distance: 5252
***************************************
********************
id: 8703, start:[3096, 1241], finish: [2545, 1596], earliest_start: 4360, latest finish: 8589, distance: 906
***************************************
********************
id: 117, start:[2286, 1181], finish: [2842, 1638], earliest_start: 4361, latest finish: 18409, distance: 1013
***************************************
********************
id: 7913, start:[3151, 977], finish: [9999, 175], earliest_start: 4398, latest finish: 16783, distance: 7650
***************************************
********************
id: 6695, start:[2607, 786], finish: [2860, 1120], earliest_start: 4403, latest finish: 18593, distance: 587
***************************************
********************
id: 7040, start:[2588, 1455], finish: [3092, 1263], earliest_start: 4481, latest finish: 23849, distance: 696
***************************************
********************
id: 3855, start:[2430, 1282], finish: [3422, 1275], earliest_start: 4494, latest finish: 20934, distance: 999
***************************************
********************
id: 3371, start:[2321, 1328], finish: [3273, 295], earliest_start: 4518, latest finish: 18434, distance: 1985
***************************************
********************
id: 8329, start:[3029, 1671], finish: [3475, 770], earliest_start: 4534, latest finish: 13734, distance: 1347
***************************************
********************
id: 9675, start:[3019, 258], finish: [2057, 720], earliest_start: 4550, latest finish: 11257, distance: 1424
***************************************
********************
id: 6198, start:[3281, 1188], finish: [2636, 243], earliest_start: 4554, latest finish: 28238, distance: 1590
***************************************
********************
id: 9449, start:[3453, 400], finish: [9999, 443], earliest_start: 4647, latest finish: 32270, distance: 6589
***************************************
********************
id: 4307, start:[2914, 764], finish: [3268, 629], earliest_start: 4649, latest finish: 18520, distance: 489
***************************************
********************
id: 375, start:[2967, 1650], finish: [1530, 1424], earliest_start: 4686, latest finish: 22995, distance: 1663
***************************************
********************
id: 1040, start:[3298, 36], finish: [1551, 1084], earliest_start: 4785, latest finish: 25530, distance: 2795
***************************************
********************
id: 222, start:[3017, 556], finish: [2758, 875], earliest_start: 4803, latest finish: 15793, distance: 578
id: 1005, start:[2675, 1053], finish: [2076, 137], earliest_start: 4803, latest finish: 29946, distance: 1515
***************************************
********************
id: 9550, start:[2132, 1444], finish: [9999, 130], earliest_start: 4805, latest finish: 20601, distance: 9181
***************************************
********************
id: 3555, start:[2132, 547], finish: [2542, 1194], earliest_start: 4848, latest finish: 20673, distance: 1057
***************************************
********************
id: 1135, start:[3192, 1412], finish: [9999, 8916], earliest_start: 4857, latest finish: 38409, distance: 14311
***************************************
********************
id: 3578, start:[2877, 1220], finish: [449, 8838], earliest_start: 4885, latest finish: 32164, distance: 10046
***************************************
********************
id: 5424, start:[1978, 496], finish: [2377, 470], earliest_start: 4892, latest finish: 14706, distance: 425
***************************************
********************
id: 4894, start:[2736, 1026], finish: [2300, 848], earliest_start: 4955, latest finish: 15817, distance: 614
***************************************
********************
id: 920, start:[2567, 1282], finish: [2879, 686], earliest_start: 4974, latest finish: 12748, distance: 908
***************************************
********************
id: 9799, start:[2984, 702], finish: [2847, 676], earliest_start: 4983, latest finish: 34367, distance: 163
***************************************
********************
id: 2559, start:[2600, 997], finish: [2501, 560], earliest_start: 5012, latest finish: 22177, distance: 536
***************************************
********************
id: 6541, start:[3765, 1714], finish: [1895, 1002], earliest_start: 5063, latest finish: 26543, distance: 2582
***************************************
********************
id: 961, start:[3163, 810], finish: [2917, 1148], earliest_start: 5064, latest finish: 17694, distance: 584
***************************************
********************
id: 372, start:[3368, 751], finish: [3024, 596], earliest_start: 5076, latest finish: 24987, distance: 499
***************************************
********************
id: 7952, start:[2507, 1145], finish: [3632, 71], earliest_start: 5088, latest finish: 11343, distance: 2199
***************************************
********************
id: 3654, start:[3396, 1350], finish: [9999, 8092], earliest_start: 5089, latest finish: 19558, distance: 13345
***************************************
********************
id: 24, start:[2775, 1475], finish: [2773, 726], earliest_start: 5113, latest finish: 21199, distance: 751
***************************************
********************
id: 2869, start:[2410, 1675], finish: [2635, 601], earliest_start: 5147, latest finish: 23324, distance: 1299
***************************************
********************
id: 8962, start:[2953, 1498], finish: [1943, 1171], earliest_start: 5156, latest finish: 24636, distance: 1337
***************************************
********************
id: 4637, start:[3645, 888], finish: [2633, 995], earliest_start: 5195, latest finish: 17215, distance: 1119
***************************************
********************
id: 4150, start:[2348, 1786], finish: [3204, 992], earliest_start: 5208, latest finish: 30412, distance: 1650
***************************************
********************
id: 6115, start:[2991, 1807], finish: [3057, 1756], earliest_start: 5216, latest finish: 12684, distance: 117
***************************************
********************
id: 3988, start:[2962, 426], finish: [2360, 891], earliest_start: 5219, latest finish: 13708, distance: 1067
***************************************
********************
id: 5885, start:[2245, 2282], finish: [2076, 1483], earliest_start: 5235, latest finish: 29502, distance: 968
***************************************
********************
id: 541, start:[3094, 1573], finish: [2881, 1954], earliest_start: 5316, latest finish: 31784, distance: 594
***************************************
********************
id: 4143, start:[3039, 982], finish: [2627, 923], earliest_start: 5411, latest finish: 23823, distance: 471
***************************************
********************
id: 6228, start:[2291, 767], finish: [2678, 2074], earliest_start: 5448, latest finish: 19332, distance: 1694
***************************************
********************
id: 622, start:[2489, 862], finish: [4123, 367], earliest_start: 5451, latest finish: 33013, distance: 2129
***************************************
********************
id: 1833, start:[2968, 1902], finish: [2140, 1473], earliest_start: 5466, latest finish: 26751, distance: 1257
***************************************
********************
id: 6961, start:[3109, 448], finish: [2129, 680], earliest_start: 5501, latest finish: 30404, distance: 1212
***************************************
********************
id: 29, start:[2195, 1199], finish: [1739, 1887], earliest_start: 5515, latest finish: 26355, distance: 1144
***************************************
********************
id: 1664, start:[2530, 1657], finish: [2724, 709], earliest_start: 5516, latest finish: 11628, distance: 1142
***************************************
********************
id: 55, start:[3320, 1690], finish: [3157, 2025], earliest_start: 5520, latest finish: 28078, distance: 498
***************************************
********************
id: 9523, start:[2974, 1545], finish: [2308, 1631], earliest_start: 5531, latest finish: 15489, distance: 752
***************************************
********************
id: 9216, start:[3082, 402], finish: [2413, 1300], earliest_start: 5541, latest finish: 15325, distance: 1567
***************************************
********************
id: 9283, start:[2435, 1215], finish: [2572, 336], earliest_start: 5548, latest finish: 30467, distance: 1016
***************************************
********************
id: 4842, start:[2173, 1429], finish: [2694, 620], earliest_start: 5550, latest finish: 21720, distance: 1330
***************************************
********************
id: 2576, start:[2577, 721], finish: [2362, 494], earliest_start: 5597, latest finish: 11398, distance: 442
***************************************
********************
id: 4346, start:[3006, 1253], finish: [2779, 1427], earliest_start: 5654, latest finish: 21099, distance: 401
***************************************
********************
id: 1888, start:[3353, 898], finish: [2642, 1282], earliest_start: 5692, latest finish: 17072, distance: 1095
***************************************
********************
id: 734, start:[2974, 1160], finish: [3785, 2169], earliest_start: 5699, latest finish: 20469, distance: 1820
***************************************
********************
id: 3149, start:[2015, 2041], finish: [2246, 1416], earliest_start: 5730, latest finish: 29607, distance: 856
***************************************
********************
id: 7119, start:[3260, 938], finish: [1342, 322], earliest_start: 5753, latest finish: 29896, distance: 2534
***************************************
********************
